ID	UNICODE	类别	名称	字形.	五笔86版	容错86-1	容错86-2	五笔98版	容错98-1	容错98-2
483	01E2	Latin Extended B	ae	Ǣ	.	.	.			
484	01E3	Latin Extended B	ae	ǣ	.	.	.			
485	01E4	Latin Extended B	g	Ǥ	.	.	.			
486	01E5	Latin Extended B	g	ǥ	.	.	.			
487	01E6	Latin Extended B	g	Ǧ	.	.	.			
488	01E7	Latin Extended B	g	ǧ	.	.	.			
489	01E8	Latin Extended B	k	Ǩ	.	.	.			
490	01E9	Latin Extended B	k	ǩ	.	.	.			
491	01EA	Latin Extended B	q	Ǫ	.	.	.			
492	01EB	Latin Extended B	q	ǫ	.	.	.			
493	01EC	Latin Extended B	q	Ǭ	.	.	.			
494	01ED	Latin Extended B	q	ǭ	.	.	.			
495	01EE	Latin Extended B	l	Ǯ	.	.	.			
496	01EF	Latin Extended B	l	ǯ	.	.	.			
497	01F0	Latin Extended B	j	ǰ	.	.	.			
498	01F1	Latin Extended B	dz	Ǳ	.	.	.			
499	01F2	Latin Extended B	dz	ǲ	.	.	.			
500	01F3	Latin Extended B	dz	ǳ	.	.	.			
501	01F4	Latin Extended B	g	Ǵ	.	.	.			
502	01F5	Latin Extended B	g	ǵ	.	.	.			
503	01F6	Latin Extended B	hj	Ƕ	.	.	.			
504	01F7	Latin Extended B	p	Ƿ	.	.	.			
505	01F8	Latin Extended B	nj	Ǹ	.	.	.			
506	01F9	Latin Extended B	nj	ǹ	.	.	.			
507	01FA	Latin Extended B	a	Ǻ	.	.	.			
508	01FB	Latin Extended B	a	ǻ	.	.	.			
509	01FC	Latin Extended B	ae	Ǽ	.	.	.			
510	01FD	Latin Extended B	ae	ǽ	.	.	.			
511	01FE	Latin Extended B	o	Ǿ	.	.	.			
512	01FF	Latin Extended B	o	ǿ	.	.	.			
513	0200	Latin Extended B	a	Ȁ	.	.	.			
514	0201	Latin Extended B	a	ȁ	.	.	.			
515	0202	Latin Extended B	a	Ȃ	.	.	.			
516	0203	Latin Extended B	a	ȃ	.	.	.			
517	0204	Latin Extended B	e	Ȅ	.	.	.			
518	0205	Latin Extended B	e	ȅ	.	.	.			
519	0206	Latin Extended B	e	Ȇ	.	.	.			
520	0207	Latin Extended B	e	ȇ	.	.	.			
521	0208	Latin Extended B	i	Ȉ	.	.	.			
522	0209	Latin Extended B	i	ȉ	.	.	.			
523	020A	Latin Extended B	i	Ȋ	.	.	.			
524	020B	Latin Extended B	i	ȋ	.	.	.			
525	020C	Latin Extended B	o	Ȍ	.	.	.			
526	020D	Latin Extended B	o	ȍ	.	.	.			
527	020E	Latin Extended B	o	Ȏ	.	.	.			
528	020F	Latin Extended B	o	ȏ	.	.	.			
529	0210	Latin Extended B	r	Ȑ	.	.	.			
530	0211	Latin Extended B	r	ȑ	.	.	.			
531	0212	Latin Extended B	r	Ȓ	.	.	.			
532	0213	Latin Extended B	r	ȓ	.	.	.			
533	0214	Latin Extended B	u	Ȕ	.	.	.			
534	0215	Latin Extended B	u	ȕ	.	.	.			
535	0216	Latin Extended B	u	Ȗ	.	.	.			
536	0217	Latin Extended B	u	ȗ	.	.	.			
537	0218	Latin Extended B	s	Ș	.	.	.			
538	0219	Latin Extended B	s	ș	.	.	.			
539	021A	Latin Extended B	t	Ț	.	.	.			
540	021B	Latin Extended B	t	ț	.	.	.			
541	021C	Latin Extended B		Ȝ	.	.	.			
542	021D	Latin Extended B		ȝ	.	.	.			
543	021E	Latin Extended B		Ȟ	.	.	.			
544	021F	Latin Extended B		ȟ	.	.	.			
545	0220	Latin Extended B		Ƞ	.	.	.			
546	0221	Latin Extended B		ȡ	.	.	.			
547	0222	Latin Extended B		Ȣ	.	.	.			
548	0223	Latin Extended B		ȣ	.	.	.			
549	0224	Latin Extended B		Ȥ	.	.	.			
550	0225	Latin Extended B		ȥ	.	.	.			
551	0226	Latin Extended B		Ȧ	.	.	.			
552	0227	Latin Extended B		ȧ	.	.	.			
553	0228	Latin Extended B		Ȩ	.	.	.			
554	0229	Latin Extended B		ȩ	.	.	.			
555	022A	Latin Extended B		Ȫ	.	.	.			
556	022B	Latin Extended B		ȫ	.	.	.			
557	022C	Latin Extended B		Ȭ	.	.	.			
558	022D	Latin Extended B		ȭ	.	.	.			
559	022E	Latin Extended B		Ȯ	.	.	.			
560	022F	Latin Extended B		ȯ	.	.	.			
561	0230	Latin Extended B		Ȱ	.	.	.			
562	0231	Latin Extended B		ȱ	.	.	.			
563	0232	Latin Extended B		Ȳ	.	.	.			
564	0233	Latin Extended B		ȳ	.	.	.			
565	0234	Latin Extended B		ȴ	.	.	.			
566	0235	Latin Extended B		ȵ	.	.	.			
567	0236	Latin Extended B		ȶ	.	.	.			
568	0237	Latin Extended B		ȷ	.	.	.			
569	0238	Latin Extended B		ȸ	.	.	.			
570	0239	Latin Extended B		ȹ	.	.	.			
571	023A	Latin Extended B		Ⱥ	.	.	.			
572	023B	Latin Extended B		Ȼ	.	.	.			
573	023C	Latin Extended B		ȼ	.	.	.			
574	023D	Latin Extended B		Ƚ	.	.	.			
575	023E	Latin Extended B		Ⱦ	.	.	.			
576	023F	Latin Extended B		ȿ	.	.	.			
577	0240	Latin Extended B		ɀ	.	.	.			
578	0241	Latin Extended B		Ɂ	.	.	.			
579	0242	Latin Extended B		ɂ	.	.	.			
580	0243	Latin Extended B		Ƀ	.	.	.			
581	0244	Latin Extended B		Ʉ	.	.	.			
582	0245	Latin Extended B		Ʌ	.	.	.			
583	0246	Latin Extended B		Ɇ	.	.	.			
584	0247	Latin Extended B		ɇ	.	.	.			
585	0248	Latin Extended B		Ɉ	.	.	.			
586	0249	Latin Extended B		ɉ	.	.	.			
587	024A	Latin Extended B		Ɋ	.	.	.			
588	024B	Latin Extended B		ɋ	.	.	.			
589	024C	Latin Extended B		Ɍ	.	.	.			
590	024D	Latin Extended B		ɍ	.	.	.			
591	024E	Latin Extended B		Ɏ	.	.	.			
592	024F	Latin Extended B		ɏ	.	.	.			
593	0250	国际音标扩展	a	ɐ	.	.	.			
594	0251	国际音标扩展	a	ɑ	.	.	.			
595	0252	国际音标扩展	a	ɒ	.	.	.			
596	0253	国际音标扩展	b	ɓ	.	.	.			
597	0254	国际音标扩展	c	ɔ	ccll	ooll	.			
598	0255	国际音标扩展	c	ɕ	.	.	.			
599	0256	国际音标扩展	d	ɖ	.	.	.			
600	0257	国际音标扩展	d	ɗ	.	.	.			
601	0258	国际音标扩展	e	ɘ	.	.	.			
602	0259	国际音标扩展	e	ə	eell	.	.			
603	025A	国际音标扩展	e	ɚ	.	.	.			
604	025B	国际音标扩展	e	ɛ	eell	.	.			
605	025C	国际音标扩展	e	ɜ	.	.	.			
606	025D	国际音标扩展	e	ɝ	.	.	.			
607	025E	国际音标扩展	e	ɞ	.	.	.			
608	025F	国际音标扩展	f	ɟ	.	.	.			
609	0260	国际音标扩展	g	ɠ	.	.	.			
610	0261	国际音标扩展	g	ɡ	.	.	.			
611	0262	国际音标扩展	g	ɢ	.	.	.			
612	0263	国际音标扩展	g	ɣ	.	.	.			
613	0264	国际音标扩展	g	ɤ	.	.	.			
614	0265	国际音标扩展	h	ɥ	.	.	.			
615	0266	国际音标扩展	h	ɦ	.	.	.			
616	0267	国际音标扩展	h	ɧ	.	.	.			
617	0268	国际音标扩展	i	ɨ	.	.	.			
618	0269	国际音标扩展	i	ɩ	.	.	.			
619	026A	国际音标扩展	i	ɪ	.	.	.			
620	026B	国际音标扩展	i	ɫ	.	.	.			
621	026C	国际音标扩展	i	ɬ	.	.	.			
622	026D	国际音标扩展	i	ɭ	.	.	.			
623	026E	国际音标扩展	hj	ɮ	.	.	.			
624	026F	国际音标扩展	m	ɯ	.	.	.			
625	0270	国际音标扩展	m	ɰ	.	.	.			
626	0271	国际音标扩展	m	ɱ	.	.	.			
627	0272	国际音标扩展	n	ɲ	.	.	.			
628	0273	国际音标扩展	n	ɳ	.	.	.			
629	0274	国际音标扩展	n	ɴ	.	.	.			
630	0275	国际音标扩展	o	ɵ	.	.	.			
631	0276	国际音标扩展	oe	ɶ	.	.	.			
632	0277	国际音标扩展	o	ɷ	.	.	.			
633	0278	国际音标扩展	o	ɸ	.	.	.			
634	0279	国际音标扩展	r	ɹ	.	.	.			
635	027A	国际音标扩展	r	ɺ	.	.	.			
636	027B	国际音标扩展	r	ɻ	.	.	.			
637	027C	国际音标扩展	r	ɼ	.	.	.			
638	027D	国际音标扩展	r	ɽ	.	.	.			
639	027E	国际音标扩展	r	ɾ	.	.	.			
640	027F	国际音标扩展	r	ɿ	.	.	.			
641	0280	国际音标扩展	r	ʀ	.	.	.			
642	0281	国际音标扩展	r	ʁ	.	.	.			
643	0282	国际音标扩展	s	ʂ	.	.	.			
644	0283	国际音标扩展	s	ʃ	ssll	.	.			
645	0284	国际音标扩展	s	ʄ	.	.	.			
646	0285	国际音标扩展	s	ʅ	.	.	.			
647	0286	国际音标扩展	s	ʆ	.	.	.			
648	0287	国际音标扩展	t	ʇ	.	.	.			
649	0288	国际音标扩展	t	ʈ	.	.	.			
650	0289	国际音标扩展	u	ʉ	.	.	.			
651	028A	国际音标扩展	u	ʊ	.	.	.			
652	028B	国际音标扩展	v	ʋ	.	.	.			
653	028C	国际音标扩展	v	ʌ	vvll	aall	.			
654	028D	国际音标扩展	w	ʍ	.	.	.			
655	028E	国际音标扩展	y	ʎ	.	.	.			
656	028F	国际音标扩展	y	ʏ	.	.	.			
657	0290	国际音标扩展	z	ʐ	.	.	.			
658	0291	国际音标扩展	z	ʑ	.	.	.			
659	0292	国际音标扩展	l	ʒ	ggll	llll	.			
660	0293	国际音标扩展	l	ʓ	.	.	.			
661	0294	国际音标扩展	l	ʔ	.	.	.			
662	0295	国际音标扩展	l	ʕ	.	.	.			
663	0296	国际音标扩展	l	ʖ	.	.	.			
664	0297	国际音标扩展	l	ʗ	.	.	.			
665	0298	国际音标扩展	l	ʘ	.	.	.			
666	0299	国际音标扩展	b	ʙ	.	.	.			
667	029A	国际音标扩展	b	ʚ	.	.	.			
668	029B	国际音标扩展	g	ʛ	.	.	.			
669	029C	国际音标扩展	h	ʜ	.	.	.			
670	029D	国际音标扩展	j	ʝ	.	.	.			
671	029E	国际音标扩展	k	ʞ	.	.	.			
672	029F	国际音标扩展	l	ʟ	.	.	.			
673	02A0	国际音标扩展	d	ʠ	.	.	.			
674	02A1	国际音标扩展	l	ʡ	.	.	.			
675	02A2	国际音标扩展	l	ʢ	.	.	.			
676	02A3	国际音标扩展	dz	ʣ	.	.	.			
677	02A4	国际音标扩展	dz	ʤ	dgll	dlll	.			
678	02A5	国际音标扩展	dz	ʥ	.	.	.			
679	02A6	国际音标扩展	ts	ʦ	tsll	.	.			
680	02A7	国际音标扩展	ts	ʧ	tsll	.	.			
681	02A8	国际音标扩展	tc	ʨ	tcll	.	.			
682	02A9	国际音标扩展	fn	ʩ	.	.	.			
683	02AA	国际音标扩展	ls	ʪ	.	.	.			
684	02AB	国际音标扩展	lz	ʫ	.	.	.			
685	02AC	国际音标扩展	ww	ʬ	.	.	.			
686	02AD	国际音标扩展	nn	ʭ	.	.	.			
687	02AE	国际音标扩展	h	ʮ	.	.	.			
688	02AF	国际音标扩展	h	ʯ	.	.	.			
689	02B0	Spacing Modifier Letters		ʰ	.	.	.			
690	02B1	Spacing Modifier Letters		ʱ	.	.	.			
691	02B2	Spacing Modifier Letters		ʲ	.	.	.			
692	02B3	Spacing Modifier Letters		ʳ	.	.	.			
693	02B4	Spacing Modifier Letters		ʴ	.	.	.			
694	02B5	Spacing Modifier Letters		ʵ	.	.	.			
695	02B6	Spacing Modifier Letters		ʶ	.	.	.			
696	02B7	Spacing Modifier Letters		ʷ	.	.	.			
697	02B8	Spacing Modifier Letters		ʸ	.	.	.			
698	02B9	Spacing Modifier Letters		ʹ	.	.	.			
699	02BA	Spacing Modifier Letters		ʺ	.	.	.			
700	02BB	Spacing Modifier Letters		ʻ	.	.	.			
701	02BC	Spacing Modifier Letters		ʼ	.	.	.			
702	02BD	Spacing Modifier Letters		ʽ	.	.	.			
703	02BE	Spacing Modifier Letters		ʾ	.	.	.			
704	02BF	Spacing Modifier Letters		ʿ	.	.	.			
705	02C0	Spacing Modifier Letters		ˀ	.	.	.			
706	02C1	Spacing Modifier Letters		ˁ	.	.	.			
707	02C2	Spacing Modifier Letters		˂	.	.	.			
708	02C3	Spacing Modifier Letters		˃	.	.	.			
709	02C4	Spacing Modifier Letters		˄	.	.	.			
710	02C5	Spacing Modifier Letters		˅	.	.	.			
711	02C6	Spacing Modifier Letters		ˆ	.	.	.			
712	02C7	Spacing Modifier Letters		ˇ	.	.	.			
713	02C8	Spacing Modifier Letters		ˈ	.	.	.			
714	02C9	Spacing Modifier Letters		ˉ	.	.	.			
715	02CA	Spacing Modifier Letters		ˊ	.	.	.			
716	02CB	Spacing Modifier Letters		ˋ	.	.	.			
717	02CC	Spacing Modifier Letters		ˌ	.	.	.			
718	02CD	Spacing Modifier Letters		ˍ	.	.	.			
719	02CE	Spacing Modifier Letters		ˎ	.	.	.			
720	02CF	Spacing Modifier Letters		ˏ	.	.	.			
721	02D0	Spacing Modifier Letters		ː	.	.	.			
722	02D1	Spacing Modifier Letters		ˑ	.	.	.			
723	02D2	Spacing Modifier Letters		˒	.	.	.			
724	02D3	Spacing Modifier Letters		˓	.	.	.			
725	02D4	Spacing Modifier Letters		˔	.	.	.			
726	02D5	Spacing Modifier Letters		˕	.	.	.			
727	02D6	Spacing Modifier Letters		˖	.	.	.			
728	02D7	Spacing Modifier Letters		˗	.	.	.			
729	02D8	Spacing Modifier Letters		˘	.	.	.			
730	02D9	Spacing Modifier Letters		˙	.	.	.			
731	02DA	Spacing Modifier Letters		˚	.	.	.			
732	02DB	Spacing Modifier Letters		˛	.	.	.			
733	02DC	Spacing Modifier Letters		˜	.	.	.			
734	02DD	Spacing Modifier Letters		˝	.	.	.			
735	02DE	Spacing Modifier Letters		˞	.	.	.			
736	02DF	Spacing Modifier Letters		˟	.	.	.			
737	02E0	Spacing Modifier Letters		ˠ	.	.	.			
738	02E1	Spacing Modifier Letters		ˡ	.	.	.			
739	02E2	Spacing Modifier Letters		ˢ	.	.	.			
740	02E3	Spacing Modifier Letters		ˣ	.	.	.			
741	02E4	Spacing Modifier Letters		ˤ	.	.	.			
742	02E5	Spacing Modifier Letters		˥	.	.	.			
743	02E6	Spacing Modifier Letters		˦	.	.	.			
744	02E7	Spacing Modifier Letters		˧	.	.	.			
745	02E8	Spacing Modifier Letters		˨	.	.	.			
746	02E9	Spacing Modifier Letters		˩	.	.	.			
747	02EA	Spacing Modifier Letters		˪	.	.	.			
748	02EB	Spacing Modifier Letters		˫	.	.	.			
749	02EC	Spacing Modifier Letters		ˬ	.	.	.			
750	02ED	Spacing Modifier Letters		˭	.	.	.			
751	02EE	Spacing Modifier Letters		ˮ	.	.	.			
752	02EF	Spacing Modifier Letters		˯	.	.	.			
753	02F0	Spacing Modifier Letters		˰	.	.	.			
754	02F1	Spacing Modifier Letters		˱	.	.	.			
755	02F2	Spacing Modifier Letters		˲	.	.	.			
756	02F3	Spacing Modifier Letters		˳	.	.	.			
757	02F4	Spacing Modifier Letters		˴	.	.	.			
758	02F5	Spacing Modifier Letters		˵	.	.	.			
759	02F6	Spacing Modifier Letters		˶	.	.	.			
760	02F7	Spacing Modifier Letters		˷	.	.	.			
761	02F8	Spacing Modifier Letters		˸	.	.	.			
762	02F9	Spacing Modifier Letters		˹	.	.	.			
763	02FA	Spacing Modifier Letters		˺	.	.	.			
764	02FB	Spacing Modifier Letters		˻	.	.	.			
765	02FC	Spacing Modifier Letters		˼	.	.	.			
766	02FD	Spacing Modifier Letters		˽	.	.	.			
767	02FE	Spacing Modifier Letters		˾	.	.	.			
768	02FF	Spacing Modifier Letters		˿	.	.	.			
769	0300	Combining Diacritical Marks		̀	.	.	.			
770	0301	Combining Diacritical Marks		́	.	.	.			
771	0302	Combining Diacritical Marks		̂	.	.	.			
772	0303	Combining Diacritical Marks		̃	.	.	.			
773	0304	Combining Diacritical Marks		̄	.	.	.			
774	0305	Combining Diacritical Marks		̅	.	.	.			
775	0306	Combining Diacritical Marks		̆	.	.	.			
776	0307	Combining Diacritical Marks		̇	.	.	.			
777	0308	Combining Diacritical Marks		̈	.	.	.			
778	0309	Combining Diacritical Marks		̉	.	.	.			
779	030A	Combining Diacritical Marks		̊	.	.	.			
780	030B	Combining Diacritical Marks		̋	.	.	.			
781	030C	Combining Diacritical Marks		̌	.	.	.			
782	030D	Combining Diacritical Marks		̍	.	.	.			
783	030E	Combining Diacritical Marks		̎	.	.	.			
784	030F	Combining Diacritical Marks		̏	.	.	.			
785	0310	Combining Diacritical Marks		̐	.	.	.			
786	0311	Combining Diacritical Marks		̑	.	.	.			
787	0312	Combining Diacritical Marks		̒	.	.	.			
788	0313	Combining Diacritical Marks		̓	.	.	.			
789	0314	Combining Diacritical Marks		̔	.	.	.			
790	0315	Combining Diacritical Marks		̕	.	.	.			
791	0316	Combining Diacritical Marks		̖	.	.	.			
792	0317	Combining Diacritical Marks		̗	.	.	.			
793	0318	Combining Diacritical Marks		̘	.	.	.			
794	0319	Combining Diacritical Marks		̙	.	.	.			
795	031A	Combining Diacritical Marks		̚	.	.	.			
796	031B	Combining Diacritical Marks		̛	.	.	.			
797	031C	Combining Diacritical Marks		̜	.	.	.			
798	031D	Combining Diacritical Marks		̝	.	.	.			
799	031E	Combining Diacritical Marks		̞	.	.	.			
800	031F	Combining Diacritical Marks		̟	.	.	.			
801	0320	Combining Diacritical Marks		̠	.	.	.			
802	0321	Combining Diacritical Marks		̡	.	.	.			
803	0322	Combining Diacritical Marks		̢	.	.	.			
804	0323	Combining Diacritical Marks		̣	.	.	.			
805	0324	Combining Diacritical Marks		̤	.	.	.			
806	0325	Combining Diacritical Marks		̥	.	.	.			
807	0326	Combining Diacritical Marks		̦	.	.	.			
808	0327	Combining Diacritical Marks		̧	.	.	.			
809	0328	Combining Diacritical Marks		̨	.	.	.			
810	0329	Combining Diacritical Marks		̩	.	.	.			
811	032A	Combining Diacritical Marks		̪	.	.	.			
812	032B	Combining Diacritical Marks		̫	.	.	.			
813	032C	Combining Diacritical Marks		̬	.	.	.			
814	032D	Combining Diacritical Marks		̭	.	.	.			
815	032E	Combining Diacritical Marks		̮	.	.	.			
816	032F	Combining Diacritical Marks		̯	.	.	.			
817	0330	Combining Diacritical Marks		̰	.	.	.			
818	0331	Combining Diacritical Marks		̱	.	.	.			
819	0332	Combining Diacritical Marks		̲	.	.	.			
820	0333	Combining Diacritical Marks		̳	.	.	.			
821	0334	Combining Diacritical Marks		̴	.	.	.			
822	0335	Combining Diacritical Marks		̵	.	.	.			
823	0336	Combining Diacritical Marks		̶	.	.	.			
824	0337	Combining Diacritical Marks		̷	.	.	.			
825	0338	Combining Diacritical Marks		̸	.	.	.			
826	0339	Combining Diacritical Marks		̹	.	.	.			
827	033A	Combining Diacritical Marks		̺	.	.	.			
828	033B	Combining Diacritical Marks		̻	.	.	.			
829	033C	Combining Diacritical Marks		̼	.	.	.			
830	033D	Combining Diacritical Marks		̽	.	.	.			
831	033E	Combining Diacritical Marks		̾	.	.	.			
832	033F	Combining Diacritical Marks		̿	.	.	.			
833	0340	Combining Diacritical Marks		̀	.	.	.			
834	0341	Combining Diacritical Marks		́	.	.	.			
835	0342	Combining Diacritical Marks		͂	.	.	.			
836	0343	Combining Diacritical Marks		̓	.	.	.			
837	0344	Combining Diacritical Marks		̈́	.	.	.			
838	0345	Combining Diacritical Marks		ͅ	.	.	.			
839	0346	Combining Diacritical Marks		͆	.	.	.			
840	0347	Combining Diacritical Marks		͇	.	.	.			
841	0348	Combining Diacritical Marks		͈	.	.	.			
842	0349	Combining Diacritical Marks		͉	.	.	.			
843	034A	Combining Diacritical Marks		͊	.	.	.			
844	034B	Combining Diacritical Marks		͋	.	.	.			
845	034C	Combining Diacritical Marks		͌	.	.	.			
846	034D	Combining Diacritical Marks		͍	.	.	.			
847	034E	Combining Diacritical Marks		͎	.	.	.			
848	034F	Combining Diacritical Marks		͏	.	.	.			
849	0350	Combining Diacritical Marks		͐	.	.	.			
850	0351	Combining Diacritical Marks		͑	.	.	.			
851	0352	Combining Diacritical Marks		͒	.	.	.			
852	0353	Combining Diacritical Marks		͓	.	.	.			
853	0354	Combining Diacritical Marks		͔	.	.	.			
854	0355	Combining Diacritical Marks		͕	.	.	.			
855	0356	Combining Diacritical Marks		͖	.	.	.			
856	0357	Combining Diacritical Marks		͗	.	.	.			
857	0358	Combining Diacritical Marks		͘	.	.	.			
858	0359	Combining Diacritical Marks		͙	.	.	.			
859	035A	Combining Diacritical Marks		͚	.	.	.			
860	035B	Combining Diacritical Marks		͛	.	.	.			
861	035C	Combining Diacritical Marks		͜	.	.	.			
862	035D	Combining Diacritical Marks		͝	.	.	.			
863	035E	Combining Diacritical Marks		͞	.	.	.			
864	035F	Combining Diacritical Marks		͟	.	.	.			
865	0360	Combining Diacritical Marks		͠	.	.	.			
866	0361	Combining Diacritical Marks		͡	.	.	.			
867	0362	Combining Diacritical Marks		͢	.	.	.			
868	0363	Combining Diacritical Marks		ͣ	.	.	.			
869	0364	Combining Diacritical Marks		ͤ	.	.	.			
870	0365	Combining Diacritical Marks		ͥ	.	.	.			
871	0366	Combining Diacritical Marks		ͦ	.	.	.			
872	0367	Combining Diacritical Marks		ͧ	.	.	.			
873	0368	Combining Diacritical Marks		ͨ	.	.	.			
874	0369	Combining Diacritical Marks		ͩ	.	.	.			
875	036A	Combining Diacritical Marks		ͪ	.	.	.			
876	036B	Combining Diacritical Marks		ͫ	.	.	.			
877	036C	Combining Diacritical Marks		ͬ	.	.	.			
878	036D	Combining Diacritical Marks		ͭ	.	.	.			
879	036E	Combining Diacritical Marks		ͮ	.	.	.			
880	036F	Combining Diacritical Marks		ͯ	.	.	.			
881	0370	Coptic in Greek block		Ͱ	.	.	.			
882	0371	Coptic in Greek block		ͱ	.	.	.			
883	0372	Coptic in Greek block		Ͳ	.	.	.			
884	0373	Coptic in Greek block		ͳ	.	.	.			
885	0374	Coptic in Greek block		ʹ	.	.	.			
886	0375	Coptic in Greek block		͵	.	.	.			
887	0376	Coptic in Greek block		Ͷ	.	.	.			
888	0377	Coptic in Greek block		ͷ	.	.	.			
889	0378	Coptic in Greek block		͸	.	.	.			
890	0379	Coptic in Greek block		͹	.	.	.			
891	037A	Coptic in Greek block		ͺ	.	.	.			
892	037B	Coptic in Greek block		ͻ	.	.	.			
893	037C	Coptic in Greek block		ͼ	.	.	.			
894	037D	Coptic in Greek block		ͽ	.	.	.			
895	037E	Coptic in Greek block		;	.	.	.			
896	037F	Coptic in Greek block		Ϳ	.	.	.			
897	0380	Coptic in Greek block		΀	.	.	.			
898	0381	Coptic in Greek block		΁	.	.	.			
899	0382	Coptic in Greek block		΂	.	.	.			
900	0383	Coptic in Greek block		΃	.	.	.			
901	0384	Coptic in Greek block		΄	.	.	.			
902	0385	Coptic in Greek block		΅	.	.	.			
903	0386	Coptic in Greek block		Ά	.	.	.			
904	0387	Coptic in Greek block		·	.	.	.			
905	0388	Coptic in Greek block		Έ	.	.	.			
906	0389	Coptic in Greek block		Ή	.	.	.			
907	038A	Coptic in Greek block		Ί	.	.	.			
908	038B	Coptic in Greek block		΋	.	.	.			
909	038C	Coptic in Greek block		Ό	.	.	.			
910	038D	Coptic in Greek block		΍	.	.	.			
911	038E	Coptic in Greek block		Ύ	.	.	.			
912	038F	Coptic in Greek block		Ώ	.	.	.			
913	0390	Coptic in Greek block		ΐ	.	.	.			
914	0391	Coptic in Greek block	希腊字母	Α	qepx	.	.			
915	0392	Coptic in Greek block	希腊字母	Β	qepx	.	.			
916	0393	Coptic in Greek block	希腊字母	Γ	qepx	.	.			
917	0394	Coptic in Greek block	希腊字母	Δ	qepx	.	.			
918	0395	Coptic in Greek block	希腊字母	Ε	qepx	.	.			
919	0396	Coptic in Greek block	希腊字母	Ζ	qepx	.	.			
920	0397	Coptic in Greek block	希腊字母	Η	qepx	.	.			
921	0398	Coptic in Greek block	希腊字母	Θ	qepx	.	.			
922	0399	Coptic in Greek block	希腊字母	Ι	qepx	.	.			
923	039A	Coptic in Greek block	希腊字母	Κ	qepx	.	.			
924	039B	Coptic in Greek block	希腊字母	Λ	qepx	.	.			
925	039C	Coptic in Greek block	希腊字母	Μ	qepx	.	.			
926	039D	Coptic in Greek block	希腊字母	Ν	qepx	.	.			
927	039E	Coptic in Greek block	希腊字母	Ξ	qepx	.	.			
928	039F	Coptic in Greek block	希腊字母	Ο	qepx	.	.			
929	03A0	Coptic in Greek block	希腊字母	Π	qepx	.	.			
930	03A1	Coptic in Greek block	希腊字母	Ρ	qepx	.	.			
931	03A2	Coptic in Greek block		΢	.	.	.			
932	03A3	Coptic in Greek block	希腊字母	Σ	qepx	.	.			
933	03A4	Coptic in Greek block	希腊字母	Τ	qepx	.	.			
934	03A5	Coptic in Greek block	希腊字母	Υ	qepx	.	.			
935	03A6	Coptic in Greek block	希腊字母	Φ	qepx	.	.			
936	03A7	Coptic in Greek block	希腊字母	Χ	qepx	.	.			
937	03A8	Coptic in Greek block	希腊字母	Ψ	qepx	.	.			
938	03A9	Coptic in Greek block	希腊字母	Ω	qepx	.	.			
939	03AA	Coptic in Greek block		Ϊ	.	.	.			
940	03AB	Coptic in Greek block		Ϋ	.	.	.			
941	03AC	Coptic in Greek block		ά	.	.	.			
942	03AD	Coptic in Greek block		έ	.	.	.			
943	03AE	Coptic in Greek block		ή	.	.	.			
944	03AF	Coptic in Greek block		ί	.	.	.			
945	03B0	Coptic in Greek block		ΰ	.	.	.			
946	03B1	Coptic in Greek block	希腊字母	α	qepx	.	.			
947	03B2	Coptic in Greek block	希腊字母	β	qepx	.	.			
948	03B3	Coptic in Greek block	希腊字母	γ	qepx	.	.			
949	03B4	Coptic in Greek block	希腊字母	δ	qepx	.	.			
950	03B5	Coptic in Greek block	希腊字母	ε	qepx	.	.			
951	03B6	Coptic in Greek block	希腊字母	ζ	qepx	.	.			
952	03B7	Coptic in Greek block	希腊字母	η	qepx	.	.			
953	03B8	Coptic in Greek block	希腊字母	θ	qepx	.	.			
954	03B9	Coptic in Greek block	希腊字母	ι	qepx	.	.			
955	03BA	Coptic in Greek block	希腊字母	κ	qepx	.	.			
956	03BB	Coptic in Greek block	希腊字母	λ	qepx	.	.			
957	03BC	Coptic in Greek block	希腊字母	μ	qepx	.	.			
958	03BD	Coptic in Greek block	希腊字母	ν	qepx	.	.			
959	03BE	Coptic in Greek block	希腊字母	ξ	qepx	.	.			
960	03BF	Coptic in Greek block	希腊字母	ο	qepx	.	.			
961	03C0	Coptic in Greek block	希腊字母	π	qepx	.	.			
962	03C1	Coptic in Greek block	希腊字母	ρ	qepx	.	.			
963	03C2	Coptic in Greek block	希腊字母	ς	qepx	.	.			
964	03C3	Coptic in Greek block	希腊字母	σ	qepx	.	.			
965	03C4	Coptic in Greek block	希腊字母	τ	qepx	.	.			
966	03C5	Coptic in Greek block	希腊字母	υ	qepx	.	.			
967	03C6	Coptic in Greek block	希腊字母	φ	qepx	.	.			
968	03C7	Coptic in Greek block	希腊字母	χ	qepx	.	.			
969	03C8	Coptic in Greek block	希腊字母	ψ	qepx	.	.			
970	03C9	Coptic in Greek block	希腊字母	ω	qepx	.	.			
971	03CA	Coptic in Greek block		ϊ	.	.	.			
972	03CB	Coptic in Greek block		ϋ	.	.	.			
973	03CC	Coptic in Greek block		ό	.	.	.			
974	03CD	Coptic in Greek block		ύ	.	.	.			
975	03CE	Coptic in Greek block		ώ	.	.	.			
976	03CF	Coptic in Greek block		Ϗ	.	.	.			
977	03D0	Coptic in Greek block		ϐ	.	.	.			
978	03D1	Coptic in Greek block		ϑ	.	.	.			
